Word;lemme;cgram;infover
fondraient;fondre;VER;"cnd:pre:3p;"
fondrait;fondre;VER;"cnd:pre:3s;"
fondras;fondre;VER;"ind:fut:2s;"
fondre;fondre;VER;"ind:pre:2p;inf;"
fondriez;fondre;VER;"cnd:pre:2p;"
fonds;fondre;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;"
fondu;fondre;VER;"par:pas;"
fondue;fondre;VER;"par:pas;"
fondues;fondre;VER;"par:pas;"
fondus;fondre;VER;"par:pas;"
fondât;fonder;VER;"sub:imp:3s;"
fondèrent;fonder;VER;"ind:pas:3p;"
fondé;fonder;VER;"par:pas;"
fondée;fonder;VER;"par:pas;"
fondées;fonder;VER;"par:pas;"
fondés;fonder;VER;"par:pas;"
fondît;fondre;VER;"sub:imp:3s;"
font;faire;VER;"ind:pre:3p;"
fonça;foncer;VER;"ind:pas:3s;"
fonçai;foncer;VER;"ind:pas:1s;"
fonçaient;foncer;VER;"ind:imp:3p;"
fonçais;foncer;VER;"ind:imp:1s;ind:imp:2s;"
fonçait;foncer;VER;"ind:imp:3s;"
fonçant;foncer;VER;"par:pre;"
fonçons;foncer;VER;"imp:pre:1p;ind:pre:1p;"
foraient;forer;VER;"ind:imp:3p;"
forait;forer;VER;"ind:imp:3s;"
forant;forer;VER;"par:pre;"
force;forcer;VER;"imp:pre:2s;imp:pre:3s;ind:pre:1s;ind:pre:3s;"
forcent;forcer;VER;"ind:pre:3p;"
forcer;forcer;VER;"inf;"
forcera;forcer;VER;"ind:fut:3s;"
forcerai;forcer;VER;"ind:fut:1s;"
forcerais;forcer;VER;"cnd:pre:1s;cnd:pre:2s;"
forcerait;forcer;VER;"cnd:pre:3s;"
forceras;forcer;VER;"ind:fut:2s;"
forcerez;forcer;VER;"ind:fut:2p;"
forceront;forcer;VER;"ind:fut:3p;"
forces;forcer;VER;"ind:pre:2s;sub:pre:2s;"
forcez;forcer;VER;"imp:pre:2p;ind:pre:2p;"
forci;forcir;VER;"par:pas;"
forciez;forcer;VER;"ind:imp:2p;"
forcions;forcer;VER;"ind:imp:1p;"
forcir;forcir;VER;"inf;"
forcis;forcir;VER;"par:pas;"
forcissait;forcir;VER;"ind:imp:3s;"
forcit;forcir;VER;"ind:pre:3s;"
forcèrent;forcer;VER;"ind:pas:3p;"
forcé;forcer;VER;"par:pas;"
forcée;forcer;VER;"par:pas;"
forcées;forcer;VER;"par:pas;"
forcés;forcer;VER;"par:pas;"
fore;forer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
forent;forer;VER;"ind:pre:3p;"
forer;forer;VER;"inf;"
forez;forer;VER;"ind:pre:2p;"
forfait;forfait;VER;"inf;"
forge;forger;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
forgea;forger;VER;"ind:pas:3s;"
forgeaient;forger;VER;"ind:imp:3p;"
forgeais;forger;VER;"ind:imp:1s;"
forgeait;forger;VER;"ind:imp:3s;"
forgeant;forger;VER;"par:pre;"
forgent;forger;VER;"ind:pre:3p;"
forgeons;forger;VER;"imp:pre:1p;ind:pre:1p;"
forger;forger;VER;"inf;"
forgera;forger;VER;"ind:fut:3s;"
forgerai;forger;VER;"ind:fut:1s;"
forges;forger;VER;"ind:pre:2s;"
forgions;forger;VER;"ind:imp:1p;"
forgèrent;forger;VER;"ind:pas:3p;"
forgé;forger;VER;"par:pas;"
forgée;forger;VER;"par:pas;"
forgées;forger;VER;"par:pas;"
forgés;forger;VER;"par:pas;"
forlonger;forlonger;VER;"inf;"
forlongés;forlonger;VER;"par:pas;"
forma;former;VER;"ind:pas:3s;"
formai;former;VER;"ind:pas:1s;"
formaient;former;VER;"ind:imp:3p;"
formais;former;VER;"ind:imp:1s;"
formait;former;VER;"ind:imp:3s;"
formalisa;formaliser;VER;"ind:pas:3s;"
formalisaient;formaliser;VER;"ind:imp:3p;"
formalisais;formaliser;VER;"ind:imp:1s;"
formalisait;formaliser;VER;"ind:imp:3s;"
formalise;formaliser;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
formaliser;formaliser;VER;"inf;"
formalisera;formaliser;VER;"ind:fut:3s;"
formaliserait;formaliser;VER;"cnd:pre:3s;"
formalisez;formaliser;VER;"imp:pre:2p;ind:pre:2p;"
formalisât;formaliser;VER;"sub:imp:3s;"
formalisé;formaliser;VER;"par:pas;"
formalisée;formaliser;VER;"par:pas;"
formalisés;formaliser;VER;"par:pas;"
formant;former;VER;"par:pre;"
formater;formater;VER;"inf;"
formaté;formater;VER;"par:pas;"
forme;former;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
forment;former;VER;"ind:pre:3p;sub:pre:3p;"
former;former;VER;"inf;"
formera;former;VER;"ind:fut:3s;"
formerai;former;VER;"ind:fut:1s;"
formeraient;former;VER;"cnd:pre:3p;"
formerais;former;VER;"cnd:pre:1s;cnd:pre:2s;"
formerait;former;VER;"cnd:pre:3s;"
formerez;former;VER;"ind:fut:2p;"
formeriez;former;VER;"cnd:pre:2p;"
formerons;former;VER;"ind:fut:1p;"
formeront;former;VER;"ind:fut:3p;"
formes;former;VER;"ind:pre:2s;"
formez;former;VER;"imp:pre:2p;ind:pre:2p;"
formiez;former;VER;"ind:imp:2p;"
formions;former;VER;"ind:imp:1p;"
formons;former;VER;"imp:pre:1p;ind:pre:1p;"
formula;formuler;VER;"ind:pas:3s;"
formulai;formuler;VER;"ind:pas:1s;"
formulaient;formuler;VER;"ind:imp:3p;"
formulais;formuler;VER;"ind:imp:1s;"
formulait;formuler;VER;"ind:imp:3s;"
formulant;formuler;VER;"par:pre;"
formule;formuler;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
formulent;formuler;VER;"ind:pre:3p;"
formuler;formuler;VER;"inf;"
formulera;formuler;VER;"ind:fut:3s;"
formules;formuler;VER;"ind:pre:2s;"
formulez;formuler;VER;"imp:pre:2p;ind:pre:2p;"
formulons;formuler;VER;"imp:pre:1p;ind:pre:1p;"
formulât;formuler;VER;"sub:imp:3s;"
formulé;formuler;VER;"par:pas;"
formulée;formuler;VER;"par:pas;"
formulées;formuler;VER;"par:pas;"
formulés;formuler;VER;"par:pas;"
formèrent;former;VER;"ind:pas:3p;"
formé;former;VER;"par:pas;"
formée;former;VER;"ind:imp:3p;par:pas;"
formées;former;VER;"par:pas;"
formés;former;VER;"par:pas;"
forniquaient;forniquer;VER;"ind:imp:3p;"
forniquait;forniquer;VER;"ind:imp:3s;"
forniquant;forniquer;VER;"par:pre;"
fornique;forniquer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
forniquent;forniquer;VER;"ind:pre:3p;"
forniquer;forniquer;VER;"inf;"
forniqué;forniquer;VER;"par:pas;"
fortifia;fortifier;VER;"ind:pas:3s;"
fortifiaient;fortifier;VER;"ind:imp:3p;"
fortifiais;fortifier;VER;"ind:imp:1s;"
fortifiait;fortifier;VER;"ind:imp:3s;"
fortifiant;fortifier;VER;"par:pre;"
fortifie;fortifier;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fortifient;fortifier;VER;"ind:pre:3p;"
fortifier;fortifier;VER;"inf;"
fortifiera;fortifier;VER;"ind:fut:3s;"
fortifierait;fortifier;VER;"cnd:pre:3s;"
fortifiez;fortifier;VER;"imp:pre:2p;"
fortifions;fortifier;VER;"imp:pre:1p;"
fortifiât;fortifier;VER;"sub:imp:3s;"
fortifièrent;fortifier;VER;"ind:pas:3p;"
fortifié;fortifier;VER;"par:pas;"
fortifiée;fortifier;VER;"par:pas;"
fortifiées;fortifier;VER;"par:pas;"
fortifiés;fortifier;VER;"par:pas;"
força;forcer;VER;"ind:pas:3s;"
forçai;forcer;VER;"ind:pas:1s;"
forçaient;forcer;VER;"ind:imp:3p;"
forçais;forcer;VER;"ind:imp:1s;ind:imp:2s;"
forçait;forcer;VER;"ind:imp:3s;"
forçant;forcer;VER;"par:pre;"
forçons;forcer;VER;"imp:pre:1p;ind:pre:1p;"
forçât;forcer;VER;"sub:imp:3s;"
foré;forer;VER;"par:pas;"
forée;forer;VER;"par:pas;"
forés;forer;VER;"par:pas;"
fossilisé;fossiliser;VER;"par:pas;"
fossilisés;fossiliser;VER;"par:pas;"
fouailla;fouailler;VER;"ind:pas:3s;"
fouaillai;fouailler;VER;"ind:pas:1s;"
fouaillaient;fouailler;VER;"ind:imp:3p;"
fouaillait;fouailler;VER;"ind:imp:3s;"
fouaillant;fouailler;VER;"par:pre;"
fouaille;fouailler;VER;"ind:pre:3s;"
fouailler;fouailler;VER;"inf;"
fouaillé;fouailler;VER;"par:pas;"
fouaillée;fouailler;VER;"par:pas;"
fouaillées;fouailler;VER;"par:pas;"
foudroie;foudroyer;VER;"ind:pre:1s;ind:pre:3s;"
foudroient;foudroyer;VER;"ind:pre:3p;"
foudroiera;foudroyer;VER;"ind:fut:3s;"
foudroieraient;foudroyer;VER;"cnd:pre:3p;"
foudroierait;foudroyer;VER;"cnd:pre:3s;"
foudroya;foudroyer;VER;"ind:pas:3s;"
foudroyaient;foudroyer;VER;"ind:imp:3p;"
foudroyait;foudroyer;VER;"ind:imp:3s;"
foudroyant;foudroyer;VER;"par:pre;"
foudroyer;foudroyer;VER;"inf;"
foudroyions;foudroyer;VER;"ind:imp:1p;"
foudroyèrent;foudroyer;VER;"ind:pas:3p;"
foudroyé;foudroyer;VER;"par:pas;"
foudroyée;foudroyer;VER;"par:pas;"
foudroyées;foudroyer;VER;"par:pas;"
foudroyés;foudroyer;VER;"par:pas;"
fouetta;fouetter;VER;"ind:pas:3s;"
fouettaient;fouetter;VER;"ind:imp:3p;"
fouettais;fouetter;VER;"ind:imp:1s;"
fouettait;fouetter;VER;"ind:imp:3s;"
fouettant;fouetter;VER;"par:pre;"
fouette;fouetter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fouettent;fouetter;VER;"ind:pre:3p;"
fouetter;fouetter;VER;"inf;"
fouettera;fouetter;VER;"ind:fut:3s;"
fouetterai;fouetter;VER;"ind:fut:1s;"
fouetterait;fouetter;VER;"cnd:pre:3s;"
fouetteront;fouetter;VER;"ind:fut:3p;"
fouettes;fouetter;VER;"ind:pre:2s;"
fouettez;fouetter;VER;"imp:pre:2p;ind:pre:2p;"
fouettons;fouetter;VER;"imp:pre:1p;ind:pre:1p;"
fouettèrent;fouetter;VER;"ind:pas:3p;"
fouetté;fouetter;VER;"par:pas;"
fouettée;fouetter;VER;"par:pas;"
fouettées;fouetter;VER;"par:pas;"
fouettés;fouetter;VER;"par:pas;"
fouge;fouger;VER;"imp:pre:2s;"
foui;fouir;VER;"par:pas;"
fouie;fouir;VER;"par:pas;"
fouies;fouir;VER;"par:pas;"
fouilla;fouiller;VER;"ind:pas:3s;"
fouillai;fouiller;VER;"ind:pas:1s;"
fouillaient;fouiller;VER;"ind:imp:3p;"
fouillais;fouiller;VER;"ind:imp:1s;ind:imp:2s;"
fouillait;fouiller;VER;"ind:imp:3s;"
fouillant;fouiller;VER;"par:pre;"
fouillasse;fouiller;VER;"sub:imp:1s;"
fouille;fouiller;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:3s;"
fouillent;fouiller;VER;"ind:pre:3p;"
fouiller;fouiller;VER;"inf;"
fouillera;fouiller;VER;"ind:fut:3s;"
fouillerai;fouiller;VER;"ind:fut:1s;"
fouillerais;fouiller;VER;"cnd:pre:1s;"
fouillerait;fouiller;VER;"cnd:pre:3s;"
fouilleras;fouiller;VER;"ind:fut:2s;"
fouillerons;fouiller;VER;"ind:fut:1p;"
fouilleront;fouiller;VER;"ind:fut:3p;"
fouilles;fouiller;VER;"ind:pre:2s;"
fouillez;fouiller;VER;"imp:pre:2p;ind:pre:2p;"
fouilliez;fouiller;VER;"ind:imp:2p;"
fouillons;fouiller;VER;"imp:pre:1p;ind:pre:1p;"
fouillèrent;fouiller;VER;"ind:pas:3p;"
fouillé;fouiller;VER;"par:pas;"
fouillée;fouiller;VER;"par:pas;"
fouillées;fouiller;VER;"par:pas;"
fouillés;fouiller;VER;"par:pas;"
fouinaient;fouiner;VER;"ind:imp:3p;"
fouinais;fouiner;VER;"ind:imp:1s;ind:imp:2s;"
fouinait;fouiner;VER;"ind:imp:3s;"
fouinant;fouiner;VER;"par:pre;"
fouine;fouiner;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fouinent;fouiner;VER;"ind:pre:3p;"
fouiner;fouiner;VER;"inf;"
fouinera;fouiner;VER;"ind:fut:3s;"
fouineriez;fouiner;VER;"cnd:pre:2p;"
fouines;fouiner;VER;"ind:pre:2s;"
fouinez;fouiner;VER;"imp:pre:2p;ind:pre:2p;"
fouiniez;fouiner;VER;"ind:imp:2p;"
fouiné;fouiner;VER;"par:pas;"
fouir;fouir;VER;"inf;"
fouissait;fouir;VER;"ind:imp:3s;"
fouissant;fouir;VER;"par:pre;"
fouissent;fouir;VER;"ind:pre:3p;"
fouit;fouir;VER;"ind:pre:3s;"
foula;fouler;VER;"ind:pas:3s;"
foulaient;fouler;VER;"ind:imp:3p;"
foulais;fouler;VER;"ind:imp:1s;"
foulait;fouler;VER;"ind:imp:3s;"
foulant;fouler;VER;"par:pre;"
foule;fouler;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
foulent;fouler;VER;"ind:pre:3p;"
fouler;fouler;VER;"inf;"
foulera;fouler;VER;"ind:fut:3s;"
fouleraient;fouler;VER;"cnd:pre:3p;"
foulerait;fouler;VER;"cnd:pre:3s;"
foulerez;fouler;VER;"ind:fut:2p;"
foules;fouler;VER;"ind:pre:2s;"
foulions;fouler;VER;"ind:imp:1p;"
foulons;fouler;VER;"ind:pre:1p;"
foulèrent;fouler;VER;"ind:pas:3p;"
foulé;fouler;VER;"par:pas;"
foulée;fouler;VER;"par:pas;"
foulées;fouler;VER;"par:pas;"
foulés;fouler;VER;"par:pas;"
fourbais;fourber;VER;"ind:imp:1s;"
fourber;fourber;VER;"inf;"
fourbi;fourbir;VER;"par:pas;"
fourbie;fourbir;VER;"par:pas;"
fourbir;fourbir;VER;"inf;"
fourbis;fourbir;VER;"ind:pre:2s;"
fourbissaient;fourbir;VER;"ind:imp:3p;"
fourbissais;fourbir;VER;"ind:imp:1s;"
fourbissait;fourbir;VER;"ind:imp:3s;"
fourbissant;fourbir;VER;"par:pre;"
fourbit;fourbir;VER;"ind:pre:3s;"
fourcha;fourcher;VER;"ind:pas:3s;"
fourche;fourcher;VER;"ind:pre:3s;"
fourchent;fourcher;VER;"ind:pre:3p;"
fourcher;fourcher;VER;"inf;"
fourchez;fourcher;VER;"imp:pre:2p;"
fourché;fourcher;VER;"par:pas;"
fourchée;fourcher;VER;"par:pas;"
fourgonnait;fourgonner;VER;"ind:imp:3s;"
fourgonnas;fourgonner;VER;"ind:pas:2s;"
fourgonne;fourgonner;VER;"ind:pre:3s;"
fourgonner;fourgonner;VER;"inf;"
fourguais;fourguer;VER;"ind:imp:1s;"
fourguait;fourguer;VER;"ind:imp:3s;"
fourguant;fourguer;VER;"par:pre;"
fourgue;fourguer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fourguent;fourguer;VER;"ind:pre:3p;"
fourguer;fourguer;VER;"inf;"
fourgueraient;fourguer;VER;"cnd:pre:3p;"
fourguerais;fourguer;VER;"cnd:pre:1s;"
fourguerait;fourguer;VER;"cnd:pre:3s;"
fourgues;fourguer;VER;"ind:pre:2s;"
fourguez;fourguer;VER;"ind:pre:2p;"
fourgué;fourguer;VER;"par:pas;"
fourguée;fourguer;VER;"par:pas;"
fourguées;fourguer;VER;"par:pas;"
fourgués;fourguer;VER;"par:pas;"
fourmillaient;fourmiller;VER;"ind:imp:3p;"
fourmillait;fourmiller;VER;"ind:imp:3s;"
fourmillant;fourmiller;VER;"par:pre;"
fourmille;fourmiller;VER;"ind:pre:1s;ind:pre:3s;"
fourmillent;fourmiller;VER;"ind:pre:3p;"
fourmiller;fourmiller;VER;"inf;"
fourmillé;fourmiller;VER;"par:pas;"
fourni;fournir;VER;"par:pas;"
fournie;fournir;VER;"par:pas;"
fournies;fournir;VER;"par:pas;"
fournir;fournir;VER;"inf;"
fournira;fournir;VER;"ind:fut:3s;"
fournirai;fournir;VER;"ind:fut:1s;"
fourniraient;fournir;VER;"cnd:pre:3p;"
fournirait;fournir;VER;"cnd:pre:3s;"
fournirent;fournir;VER;"ind:pas:3p;"
fournirez;fournir;VER;"ind:fut:2p;"
fournirons;fournir;VER;"ind:fut:1p;"
fourniront;fournir;VER;"ind:fut:3p;"
fournis;fournir;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;"
fournissaient;fournir;VER;"ind:imp:3p;"
fournissais;fournir;VER;"ind:imp:1s;ind:imp:2s;"
fournissait;fournir;VER;"ind:imp:3s;"
fournissant;fournir;VER;"par:pre;"
fournisse;fournir;VER;"sub:pre:1s;sub:pre:3s;"
fournissent;fournir;VER;"ind:pre:3p;"
fournissez;fournir;VER;"imp:pre:2p;ind:pre:2p;"
fournissiez;fournir;VER;"ind:imp:2p;"
fournissions;fournir;VER;"ind:imp:1p;"
fournissons;fournir;VER;"imp:pre:1p;ind:pre:1p;"
fournit;fournir;VER;"ind:pre:3s;ind:pas:3s;"
fournîmes;fournir;VER;"ind:pas:1p;"
fournît;fournir;VER;"sub:imp:3s;"
fourra;fourrer;VER;"ind:pas:3s;"
fourrage;fourrager;VER;"ind:pre:1s;ind:pre:3s;"
fourragea;fourrager;VER;"ind:pas:3s;"
fourrageaient;fourrager;VER;"ind:imp:3p;"
fourrageais;fourrager;VER;"ind:imp:2s;"
fourrageait;fourrager;VER;"ind:imp:3s;"
fourrageant;fourrager;VER;"par:pre;"
fourrager;fourrager;VER;"inf;"
fourragerait;fourrager;VER;"cnd:pre:3s;"
fourragé;fourrager;VER;"par:pas;"
fourrai;fourrer;VER;"ind:pas:1s;"
fourraient;fourrer;VER;"ind:imp:3p;"
fourrais;fourrer;VER;"ind:imp:1s;ind:imp:2s;"
fourrait;fourrer;VER;"ind:imp:3s;"
fourrant;fourrer;VER;"par:pre;"
fourre;fourrer;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fourrent;fourrer;VER;"ind:pre:3p;"
fourrer;fourrer;VER;"inf;;"
fourrerai;fourrer;VER;"ind:fut:1s;"
fourrez;fourrer;VER;"imp:pre:2p;ind:pre:2p;"
fourriez;fourrer;VER;"ind:imp:2p;"
fourrions;fourrer;VER;"ind:imp:1p;"
fourrons;fourrer;VER;"imp:pre:1p;ind:pre:1p;"
fourrât;fourrer;VER;"sub:imp:3s;"
fourrèrent;fourrer;VER;"ind:pas:3p;"
fourré;fourrer;VER;"par:pas;"
fourrée;fourrer;VER;"par:pas;"
fourrées;fourrer;VER;"par:pas;"
fourrés;fourrer;VER;"par:pas;"
fourvoie;fourvoyer;VER;"imp:pre:2s;ind:pre:3s;"
fourvoient;fourvoyer;VER;"ind:pre:3p;"
fourvoierais;fourvoyer;VER;"cnd:pre:1s;"
fourvoierait;fourvoyer;VER;"cnd:pre:3s;"
fourvoyaient;fourvoyer;VER;"ind:imp:3p;"
fourvoyait;fourvoyer;VER;"ind:imp:3s;"
fourvoyant;fourvoyer;VER;"par:pre;"
fourvoyer;fourvoyer;VER;"inf;"
fourvoyâmes;fourvoyer;VER;"ind:pas:1p;"
fourvoyé;fourvoyer;VER;"par:pas;"
fourvoyée;fourvoyer;VER;"par:pas;"
fourvoyées;fourvoyer;VER;"par:pas;"
fourvoyés;fourvoyer;VER;"par:pas;"
fous;foutre;VER;"ind:pre:1p;ind:pre:1s;ind:pre:2s;"
fout;foutre;VER;"ind:pre:3s;"
foutaient;foutre;VER;"ind:imp:3p;"
foutais;foutre;VER;"ind:imp:1s;ind:imp:2s;"
foutait;foutre;VER;"ind:imp:3s;"
foutant;foutre;VER;"par:pre;"
foute;foutre;VER;"sub:pre:1s;sub:pre:3s;"
foutent;foutre;VER;"ind:pre:3p;"
foutes;foutre;VER;"sub:pre:2s;"
foutez;foutre;VER;"imp:pre:2p;ind:pre:2p;"
foutiez;foutre;VER;"ind:imp:2p;"
foutions;foutre;VER;"ind:imp:1p;"
foutit;foutre;VER;"ind:pas:3s;"
foutons;foutre;VER;"imp:pre:1p;ind:pre:1p;"
foutra;foutre;VER;"ind:fut:3s;"
foutrai;foutre;VER;"ind:fut:1s;"
foutraient;foutre;VER;"cnd:pre:3p;"
foutrais;foutre;VER;"cnd:pre:1s;cnd:pre:2s;"
foutrait;foutre;VER;"cnd:pre:3s;"
foutras;foutre;VER;"ind:fut:2s;"
foutre;foutre;VER;"inf;;"
foutrez;foutre;VER;"ind:fut:2p;"
foutrons;foutre;VER;"ind:fut:1p;"
foutront;foutre;VER;"ind:fut:3p;"
foutu;foutre;VER;"par:pas;"
foutue;foutre;VER;"par:pas;"
foutues;foutre;VER;"par:pas;"
foutus;foutre;VER;"par:pas;"
foutît;foutre;VER;"sub:imp:3s;"
fracassa;fracasser;VER;"ind:pas:3s;"
fracassaient;fracasser;VER;"ind:imp:3p;"
fracassait;fracasser;VER;"ind:imp:3s;"
fracassant;fracasser;VER;"par:pre;"
fracasse;fracasser;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fracassent;fracasser;VER;"ind:pre:3p;"
fracasser;fracasser;VER;"inf;"
fracassera;fracasser;VER;"ind:fut:3s;"
fracasserait;fracasser;VER;"cnd:pre:3s;"
fracassez;fracasser;VER;"imp:pre:2p;"
fracassât;fracasser;VER;"sub:imp:3s;"
fracassé;fracasser;VER;"par:pas;"
fracassée;fracasser;VER;"par:pas;"
fracassées;fracasser;VER;"par:pas;"
fracassés;fracasser;VER;"par:pas;"
fractionnait;fractionner;VER;"ind:imp:3s;"
fractionnant;fractionner;VER;"par:pre;"
fractionne;fractionner;VER;"ind:pre:3s;"
fractionner;fractionner;VER;"inf;"
fractionné;fractionner;VER;"par:pas;"
fractionnée;fractionner;VER;"par:pas;"
fractionnées;fractionner;VER;"par:pas;"
fractura;fracturer;VER;"ind:pas:3s;"
fracturant;fracturer;VER;"par:pre;"
fracture;fracturer;VER;"ind:pre:1s;ind:pre:3s;"
fracturent;fracturer;VER;"ind:pre:3p;"
fracturer;fracturer;VER;"inf;"
fractures;fracturer;VER;"sub:pre:2s;"
fracturé;fracturer;VER;"par:pas;"
fracturée;fracturer;VER;"par:pas;"
fracturées;fracturer;VER;"par:pas;"
fracturés;fracturer;VER;"par:pas;"
fragilise;fragiliser;VER;"ind:pre:3s;"
fragiliser;fragiliser;VER;"inf;"
fragilisé;fragiliser;VER;"par:pas;"
fragilisée;fragiliser;VER;"par:pas;"
fragilisés;fragiliser;VER;"par:pas;"
fragmentaient;fragmenter;VER;"ind:imp:3p;"
fragmentait;fragmenter;VER;"ind:imp:3s;"
fragmentant;fragmenter;VER;"par:pre;"
fragmente;fragmenter;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;"
fragmentent;fragmenter;VER;"ind:pre:3p;"
fragmenter;fragmenter;VER;"inf;"
fragmentèrent;fragmenter;VER;"ind:pas:3p;"
fragmenté;fragmenter;VER;"par:pas;"
fragmentée;fragmenter;VER;"par:pas;"
fragmentées;fragmenter;VER;"par:pas;"
fragmentés;fragmenter;VER;"par:pas;"
fraie;frayer;VER;"ind:pre:1s;ind:pre:3s;"
fraient;frayer;VER;"ind:pre:3p;"
fraies;frayer;VER;"ind:pre:2s;"
fraise;fraiser;VER;"ind:pre:3s;"
fraiser;fraiser;VER;"inf;"
fraisées;fraiser;VER;"par:pas;"
franchi;franchir;VER;"par:pas;"
franchie;franchir;VER;"par:pas;"
franchies;franchir;VER;"par:pas;"
franchir;franchir;VER;"inf;"
franchira;franchir;VER;"ind:fut:3s;"
franchirai;franchir;VER;"ind:fut:1s;"
franchiraient;franchir;VER;"cnd:pre:3p;"
franchirais;franchir;VER;"cnd:pre:1s;"
franchirait;franchir;VER;"cnd:pre:3s;"
franchiras;franchir;VER;"ind:fut:2s;"
franchirent;franchir;VER;"ind:pas:3p;"
franchirez;franchir;VER;"ind:fut:2p;"
franchirions;franchir;VER;"cnd:pre:1p;"
franchirons;franchir;VER;"ind:fut:1p;"
franchiront;franchir;VER;"ind:fut:3p;"
franchis;franchir;VER;"imp:pre:2s;ind:pre:1s;ind:pre:2s;par:pas;"
franchisant;franchiser;VER;"par:pre;"
franchiser;franchiser;VER;"inf;"
franchissaient;franchir;VER;"ind:imp:3p;"
franchissais;franchir;VER;"ind:imp:1s;"
franchissait;franchir;VER;"ind:imp:3s;"
franchissant;franchir;VER;"par:pre;"
franchisse;franchir;VER;"sub:pre:1s;sub:pre:3s;"
franchissent;franchir;VER;"ind:pre:3p;"
franchissez;franchir;VER;"imp:pre:2p;ind:pre:2p;"
franchissions;franchir;VER;"ind:imp:1p;"
franchissons;franchir;VER;"imp:pre:1p;ind:pre:1p;"
franchisé;franchiser;VER;"par:pas;"
franchisée;franchiser;VER;"par:pas;"
franchit;franchir;VER;"ind:pre:3s;ind:pas:3s;"
franchîmes;franchir;VER;"ind:pas:1p;"
franchît;franchir;VER;"sub:imp:3s;"
francisant;franciser;VER;"par:pre;"
franciser;franciser;VER;"inf;"
francisé;franciser;VER;"par:pas;"
francisés;franciser;VER;"par:pas;"
frange;franger;VER;"ind:pre:3s;"
frangeaient;franger;VER;"ind:imp:3p;"
frangeait;franger;VER;"ind:imp:3s;"
frangeant;franger;VER;"par:pre;"
frangent;franger;VER;"ind:pre:3p;"
frangé;franger;VER;"par:pas;"
frangée;franger;VER;"par:pas;"
frangées;franger;VER;"par:pas;"
frangés;franger;VER;"par:pas;"
frappa;frapper;VER;"ind:pas:3s;"
frappai;frapper;VER;"ind:pas:1s;"
frappaient;frapper;VER;"ind:imp:3p;"
frappais;frapper;VER;"ind:imp:1s;ind:imp:2s;"
frappait;frapper;VER;"ind:imp:3s;"
frappant;frapper;VER;"par:pre;"
frappe;frapper;VER;"imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;"
frappent;frapper;VER;"ind:pre:3p;"
frapper;frapper;VER;"inf;;"
frappera;frapper;VER;"ind:fut:3s;"
frapperai;frapper;VER;"ind:fut:1s;"
frapperaient;frapper;VER;"cnd:pre:3p;"
frapperais;frapper;VER;"cnd:pre:1s;cnd:pre:2s;"
frapperait;frapper;VER;"cnd:pre:3s;"
frapperas;frapper;VER;"ind:fut:2s;"
frapperez;frapper;VER;"ind:fut:2p;"
frapperiez;frapper;VER;"cnd:pre:2p;"
frapperons;frapper;VER;"ind:fut:1p;"
frapperont;frapper;VER;"ind:fut:3p;"
frappes;frapper;VER;"ind:pre:2s;sub:pre:2s;"
frappez;frapper;VER;"imp:pre:2p;ind:pre:2p;"
frappiez;frapper;VER;"ind:imp:2p;"
frappions;frapper;VER;"ind:imp:1p;"
frappons;frapper;VER;"imp:pre:1p;ind:pre:1p;"
frappât;frapper;VER;"sub:imp:3s;"
frappèrent;frapper;VER;"ind:pas:3p;"
frappé;frapper;VER;"par:pas;"
frappée;frapper;VER;"par:pas;"
frappées;frapper;VER;"par:pas;"
frappés;frapper;VER;"par:pas;"
fraser;fraser;VER;"inf;"
fraternisa;fraterniser;VER;"ind:pas:3s;"
fraternisaient;fraterniser;VER;"ind:imp:3p;"
fraternisant;fraterniser;VER;"par:pre;"
fraternise;fraterniser;VER;"imp:pre:2s;ind:pre:3s;"
fraternisent;fraterniser;VER;"ind:pre:3p;"
fraterniser;fraterniser;VER;"inf;"
fraterniserait;fraterniser;VER;"cnd:pre:3s;"
fraternisiez;fraterniser;VER;"ind:imp:2p;"
fraternisons;fraterniser;VER;"ind:pre:1p;"
fraternisèrent;fraterniser;VER;"ind:pas:3p;"
fraternisé;fraterniser;VER;"par:pas;"
frauda;frauder;VER;"ind:pas:3s;"
